,dataset,model,fold,lambda_value,spearman
330,BLAT_ECOLX_Deng_2012,RITA regressor,2,0.1,0.7847026904805178
331,BLAT_ECOLX_Deng_2012,RITA regressor,2,0.9,0.7036082809600726
332,BLAT_ECOLX_Deng_2012,RITA regressor,3,0.001,0.7128031305894635
333,BLAT_ECOLX_Deng_2012,RITA regressor,3,0.01,0.7783301583314248
334,BLAT_ECOLX_Deng_2012,RITA regressor,3,0.1,0.7800915059333451
335,BLAT_ECOLX_Deng_2012,RITA regressor,3,0.9,0.7272430620341013
336,BLAT_ECOLX_Deng_2012,RITA regressor,4,0.001,0.7076086896621454
337,BLAT_ECOLX_Deng_2012,RITA regressor,4,0.01,0.771140889178143
338,BLAT_ECOLX_Deng_2012,RITA regressor,4,0.1,0.7583418281007229
339,BLAT_ECOLX_Deng_2012,RITA regressor,4,0.9,0.6975214173941345
340,BLAT_ECOLX_Deng_2012,RITA regressor,5,0.001,0.7015947926560198
341,BLAT_ECOLX_Deng_2012,RITA regressor,5,0.01,0.7679318537733522
342,BLAT_ECOLX_Deng_2012,RITA regressor,5,0.1,0.7575257705604386
343,BLAT_ECOLX_Deng_2012,RITA regressor,5,0.9,0.6682760231739312
344,BLAT_ECOLX_Deng_2012,RITA regressor,6,0.001,0.7092962324175682
345,BLAT_ECOLX_Deng_2012,RITA regressor,6,0.01,0.7732142150480321
346,BLAT_ECOLX_Deng_2012,RITA regressor,6,0.1,0.7716651403604818
347,BLAT_ECOLX_Deng_2012,RITA regressor,6,0.9,0.706034188922029
348,BLAT_ECOLX_Deng_2012,RITA regressor,7,0.001,0.7250962070839674
349,BLAT_ECOLX_Deng_2012,RITA regressor,7,0.01,0.7840334402314252
350,BLAT_ECOLX_Deng_2012,RITA regressor,7,0.1,0.7831802237938368
351,BLAT_ECOLX_Deng_2012,RITA regressor,7,0.9,0.7355418995690469
352,BLAT_ECOLX_Deng_2012,RITA regressor,8,0.001,0.7386028536786486
353,BLAT_ECOLX_Deng_2012,RITA regressor,8,0.01,0.7973523095078223
354,BLAT_ECOLX_Deng_2012,RITA regressor,8,0.1,0.7839091667473593
355,BLAT_ECOLX_Deng_2012,RITA regressor,8,0.9,0.7069609302043812
356,BLAT_ECOLX_Deng_2012,RITA regressor,9,0.001,0.707339636786476
357,BLAT_ECOLX_Deng_2012,RITA regressor,9,0.01,0.775221186534677
358,BLAT_ECOLX_Deng_2012,RITA regressor,9,0.1,0.7618934422594478
359,BLAT_ECOLX_Deng_2012,RITA regressor,9,0.9,0.6793961535356586
360,BLAT_ECOLX_Stiffler_2015,RITA regressor,0,0.001,0.8335917135475771
361,BLAT_ECOLX_Stiffler_2015,RITA regressor,0,0.01,0.8667799212883597
362,BLAT_ECOLX_Stiffler_2015,RITA regressor,0,0.1,0.8618535384021053
363,BLAT_ECOLX_Stiffler_2015,RITA regressor,0,0.9,0.8222545331627108
364,BLAT_ECOLX_Stiffler_2015,RITA regressor,1,0.001,0.8467644434028111
365,BLAT_ECOLX_Stiffler_2015,RITA regressor,1,0.01,0.8828362864213035
366,BLAT_ECOLX_Stiffler_2015,RITA regressor,1,0.1,0.8717161214733152
367,BLAT_ECOLX_Stiffler_2015,RITA regressor,1,0.9,0.8225268507503035
368,BLAT_ECOLX_Stiffler_2015,RITA regressor,2,0.001,0.8286474475099697
369,BLAT_ECOLX_Stiffler_2015,RITA regressor,2,0.01,0.8645954853312302
370,BLAT_ECOLX_Stiffler_2015,RITA regressor,2,0.1,0.8519919187210262
371,BLAT_ECOLX_Stiffler_2015,RITA regressor,2,0.9,0.8085831435217193
372,BLAT_ECOLX_Stiffler_2015,RITA regressor,3,0.001,0.8415859621597077
373,BLAT_ECOLX_Stiffler_2015,RITA regressor,3,0.01,0.8662653177193883
374,BLAT_ECOLX_Stiffler_2015,RITA regressor,3,0.1,0.8512272174709896
375,BLAT_ECOLX_Stiffler_2015,RITA regressor,3,0.9,0.8089371149756301
376,BLAT_ECOLX_Stiffler_2015,RITA regressor,4,0.001,0.8501699071975571
377,BLAT_ECOLX_Stiffler_2015,RITA regressor,4,0.01,0.8798881599351098
378,BLAT_ECOLX_Stiffler_2015,RITA regressor,4,0.1,0.8639308156595177
379,BLAT_ECOLX_Stiffler_2015,RITA regressor,4,0.9,0.813845456497364
380,BLAT_ECOLX_Stiffler_2015,RITA regressor,5,0.001,0.826678093587594
381,BLAT_ECOLX_Stiffler_2015,RITA regressor,5,0.01,0.8620568411356188
382,BLAT_ECOLX_Stiffler_2015,RITA regressor,5,0.1,0.8485976819961389
383,BLAT_ECOLX_Stiffler_2015,RITA regressor,5,0.9,0.8010166131097288
384,BLAT_ECOLX_Stiffler_2015,RITA regressor,6,0.001,0.8591278943429026
385,BLAT_ECOLX_Stiffler_2015,RITA regressor,6,0.01,0.870928266170896
386,BLAT_ECOLX_Stiffler_2015,RITA regressor,6,0.1,0.8649360407562111
387,BLAT_ECOLX_Stiffler_2015,RITA regressor,6,0.9,0.8208202428954293
388,BLAT_ECOLX_Stiffler_2015,RITA regressor,7,0.001,0.84504356538092
389,BLAT_ECOLX_Stiffler_2015,RITA regressor,7,0.01,0.8698839326574993
390,BLAT_ECOLX_Stiffler_2015,RITA regressor,7,0.1,0.8609108055035246
391,BLAT_ECOLX_Stiffler_2015,RITA regressor,7,0.9,0.8152667587919001
392,BLAT_ECOLX_Stiffler_2015,RITA regressor,8,0.001,0.8488639931292794
393,BLAT_ECOLX_Stiffler_2015,RITA regressor,8,0.01,0.8755717250757451
394,BLAT_ECOLX_Stiffler_2015,RITA regressor,8,0.1,0.8649845170217336
395,BLAT_ECOLX_Stiffler_2015,RITA regressor,8,0.9,0.8168933845456497
396,BLAT_ECOLX_Stiffler_2015,RITA regressor,9,0.001,0.8466396649509129
397,BLAT_ECOLX_Stiffler_2015,RITA regressor,9,0.01,0.8758704649356753
398,BLAT_ECOLX_Stiffler_2015,RITA regressor,9,0.1,0.8733238964995834
399,BLAT_ECOLX_Stiffler_2015,RITA regressor,9,0.9,0.8258118713256414
400,PTEN_HUMAN_Mighell_2018,RITA regressor,0,0.001,0.49739000029455344
401,PTEN_HUMAN_Mighell_2018,RITA regressor,0,0.01,0.5418835156363059
402,PTEN_HUMAN_Mighell_2018,RITA regressor,0,0.1,0.542391972522005
403,PTEN_HUMAN_Mighell_2018,RITA regressor,0,0.9,0.5218758764565987
404,PTEN_HUMAN_Mighell_2018,RITA regressor,1,0.001,0.5454765392617996
405,PTEN_HUMAN_Mighell_2018,RITA regressor,1,0.01,0.6029862677195651
406,PTEN_HUMAN_Mighell_2018,RITA regressor,1,0.1,0.6152797788601594
407,PTEN_HUMAN_Mighell_2018,RITA regressor,1,0.9,0.5712878260088815
408,PTEN_HUMAN_Mighell_2018,RITA regressor,2,0.001,0.5301920388163442
409,PTEN_HUMAN_Mighell_2018,RITA regressor,2,0.01,0.5799691386032839
410,PTEN_HUMAN_Mighell_2018,RITA regressor,2,0.1,0.5917557561572448
411,PTEN_HUMAN_Mighell_2018,RITA regressor,2,0.9,0.5546051702841289
412,PTEN_HUMAN_Mighell_2018,RITA regressor,3,0.001,0.55659307006923
413,PTEN_HUMAN_Mighell_2018,RITA regressor,3,0.01,0.6000065813401687
414,PTEN_HUMAN_Mighell_2018,RITA regressor,3,0.1,0.6056111435629612
415,PTEN_HUMAN_Mighell_2018,RITA regressor,3,0.9,0.5882163466004544
416,PTEN_HUMAN_Mighell_2018,RITA regressor,4,0.001,0.5598601002827657
417,PTEN_HUMAN_Mighell_2018,RITA regressor,4,0.01,0.5810534042133566
418,PTEN_HUMAN_Mighell_2018,RITA regressor,4,0.1,0.5902655758991878
419,PTEN_HUMAN_Mighell_2018,RITA regressor,4,0.9,0.571438294679629
420,PTEN_HUMAN_Mighell_2018,RITA regressor,5,0.001,0.5419888117745784
421,PTEN_HUMAN_Mighell_2018,RITA regressor,5,0.01,0.6107822655340613
422,PTEN_HUMAN_Mighell_2018,RITA regressor,5,0.1,0.6402750146087207
423,PTEN_HUMAN_Mighell_2018,RITA regressor,5,0.9,0.6027153893838718
424,PTEN_HUMAN_Mighell_2018,RITA regressor,6,0.001,0.5047575907898528
425,PTEN_HUMAN_Mighell_2018,RITA regressor,6,0.01,0.5566755365429868
426,PTEN_HUMAN_Mighell_2018,RITA regressor,6,0.1,0.5789445330210617
427,PTEN_HUMAN_Mighell_2018,RITA regressor,6,0.9,0.552583155246654
428,PTEN_HUMAN_Mighell_2018,RITA regressor,7,0.001,0.5763922174294375
429,PTEN_HUMAN_Mighell_2018,RITA regressor,7,0.01,0.6025638972182272
430,PTEN_HUMAN_Mighell_2018,RITA regressor,7,0.1,0.6129330051507011
431,PTEN_HUMAN_Mighell_2018,RITA regressor,7,0.9,0.5845713191394368
432,PTEN_HUMAN_Mighell_2018,RITA regressor,8,0.001,0.5567037047355404
433,PTEN_HUMAN_Mighell_2018,RITA regressor,8,0.01,0.5852974118719199
434,PTEN_HUMAN_Mighell_2018,RITA regressor,8,0.1,0.5912037230740409
435,PTEN_HUMAN_Mighell_2018,RITA regressor,8,0.9,0.5702304501418783
436,PTEN_HUMAN_Mighell_2018,RITA regressor,9,0.001,0.5515196632803234
437,PTEN_HUMAN_Mighell_2018,RITA regressor,9,0.01,0.6166179075395031
438,PTEN_HUMAN_Mighell_2018,RITA regressor,9,0.1,0.6358256598971868
439,PTEN_HUMAN_Mighell_2018,RITA regressor,9,0.9,0.606475399053866
440,BLAT_ECOLX_Firnberg_2014,RITA regressor,0,0.001,0.8380313616474845
441,BLAT_ECOLX_Firnberg_2014,RITA regressor,0,0.01,0.8725937570678818
442,BLAT_ECOLX_Firnberg_2014,RITA regressor,0,0.1,0.8641195378039619
443,BLAT_ECOLX_Firnberg_2014,RITA regressor,0,0.9,0.8273548725664405
444,BLAT_ECOLX_Firnberg_2014,RITA regressor,1,0.001,0.7971203222330123
445,BLAT_ECOLX_Firnberg_2014,RITA regressor,1,0.01,0.8463280449440401
446,BLAT_ECOLX_Firnberg_2014,RITA regressor,1,0.1,0.8540830775726653
447,BLAT_ECOLX_Firnberg_2014,RITA regressor,1,0.9,0.8128418998672293
448,BLAT_ECOLX_Firnberg_2014,RITA regressor,2,0.001,0.8405965937953757
449,BLAT_ECOLX_Firnberg_2014,RITA regressor,2,0.01,0.8708835862783557
450,BLAT_ECOLX_Firnberg_2014,RITA regressor,2,0.1,0.8594735048843232
451,BLAT_ECOLX_Firnberg_2014,RITA regressor,2,0.9,0.8100050782940023
452,BLAT_ECOLX_Firnberg_2014,RITA regressor,3,0.001,0.7725474002023792
453,BLAT_ECOLX_Firnberg_2014,RITA regressor,3,0.01,0.8389996334053714
454,BLAT_ECOLX_Firnberg_2014,RITA regressor,3,0.1,0.850610052005071
455,BLAT_ECOLX_Firnberg_2014,RITA regressor,3,0.9,0.8182810237090593
456,BLAT_ECOLX_Firnberg_2014,RITA regressor,4,0.001,0.8255885382064665
457,BLAT_ECOLX_Firnberg_2014,RITA regressor,4,0.01,0.8458668666704074
458,BLAT_ECOLX_Firnberg_2014,RITA regressor,4,0.1,0.8320087249426771
459,BLAT_ECOLX_Firnberg_2014,RITA regressor,4,0.9,0.7828286669020413
460,BLAT_ECOLX_Firnberg_2014,RITA regressor,5,0.001,0.8170823074116356
461,BLAT_ECOLX_Firnberg_2014,RITA regressor,5,0.01,0.8554383091501725
462,BLAT_ECOLX_Firnberg_2014,RITA regressor,5,0.1,0.8425221091380474
463,BLAT_ECOLX_Firnberg_2014,RITA regressor,5,0.9,0.8005073398860261
464,BLAT_ECOLX_Firnberg_2014,RITA regressor,6,0.001,0.8258006790396814
465,BLAT_ECOLX_Firnberg_2014,RITA regressor,6,0.01,0.8760324153115134
466,BLAT_ECOLX_Firnberg_2014,RITA regressor,6,0.1,0.8676324848784631
467,BLAT_ECOLX_Firnberg_2014,RITA regressor,6,0.9,0.8283280595319578
468,BLAT_ECOLX_Firnberg_2014,RITA regressor,7,0.001,0.7981119539210549
469,BLAT_ECOLX_Firnberg_2014,RITA regressor,7,0.01,0.847655795078208
470,BLAT_ECOLX_Firnberg_2014,RITA regressor,7,0.1,0.8435980634913675
471,BLAT_ECOLX_Firnberg_2014,RITA regressor,7,0.9,0.8051450156822906
472,BLAT_ECOLX_Firnberg_2014,RITA regressor,8,0.001,0.8279284534171232
473,BLAT_ECOLX_Firnberg_2014,RITA regressor,8,0.01,0.8697187096053903
474,BLAT_ECOLX_Firnberg_2014,RITA regressor,8,0.1,0.8599410075834796
475,BLAT_ECOLX_Firnberg_2014,RITA regressor,8,0.9,0.8066366023136409
476,BLAT_ECOLX_Firnberg_2014,RITA regressor,9,0.001,0.8091370898139127
477,BLAT_ECOLX_Firnberg_2014,RITA regressor,9,0.01,0.8669506439269923
478,BLAT_ECOLX_Firnberg_2014,RITA regressor,9,0.1,0.866531032046598
479,BLAT_ECOLX_Firnberg_2014,RITA regressor,9,0.9,0.8242770271829519
