,dataset,model,fold,structural_characteristic,is_member,spearman
253,AMY_BACSU,Partial least squares,3,is_secondary,0,0.5867117395207788
254,AMY_BACSU,Augmented Potts,3,is_secondary,0,0.558263759056062
255,AMY_BACSU,RITA regressor,3,is_secondary,0,0.36258398049272894
256,AMY_BACSU,Residue agnostic regressor,4,is_secondary,0,0.6618756673879969
257,AMY_BACSU,Partial least squares,4,is_secondary,0,0.6619267344691486
258,AMY_BACSU,Augmented Potts,4,is_secondary,0,0.5783894431167447
259,AMY_BACSU,RITA regressor,4,is_secondary,0,0.47057148265177723
260,AMY_BACSU,Residue agnostic regressor,5,is_secondary,0,0.620457427803314
261,AMY_BACSU,Partial least squares,5,is_secondary,0,0.6204619738951124
262,AMY_BACSU,Augmented Potts,5,is_secondary,0,0.5741435645866371
263,AMY_BACSU,RITA regressor,5,is_secondary,0,0.46077744356060185
264,AMY_BACSU,Residue agnostic regressor,6,is_secondary,0,0.6253115891770173
265,AMY_BACSU,Partial least squares,6,is_secondary,0,0.6247398090144765
266,AMY_BACSU,Augmented Potts,6,is_secondary,0,0.5461662529700334
267,AMY_BACSU,RITA regressor,6,is_secondary,0,0.34285766642062904
268,AMY_BACSU,Residue agnostic regressor,7,is_secondary,0,0.6092938548836622
269,AMY_BACSU,Partial least squares,7,is_secondary,0,0.60789133451293
270,AMY_BACSU,Augmented Potts,7,is_secondary,0,0.5302288082655217
271,AMY_BACSU,RITA regressor,7,is_secondary,0,0.33914472548696567
272,AMY_BACSU,Residue agnostic regressor,8,is_secondary,0,0.671337525126788
273,AMY_BACSU,Partial least squares,8,is_secondary,0,0.6706914072044652
274,AMY_BACSU,Augmented Potts,8,is_secondary,0,0.627868009623842
275,AMY_BACSU,RITA regressor,8,is_secondary,0,0.41912457720371354
276,AMY_BACSU,Residue agnostic regressor,9,is_secondary,0,0.6230933563545992
277,AMY_BACSU,Partial least squares,9,is_secondary,0,0.623018794355791
278,AMY_BACSU,Augmented Potts,9,is_secondary,0,0.5666533953928468
279,AMY_BACSU,RITA regressor,9,is_secondary,0,0.41244414383019756
280,AMY_BACSU,Residue agnostic regressor,0,is_secondary,1,0.4869212052491008
281,AMY_BACSU,Partial least squares,0,is_secondary,1,0.48697233453541805
282,AMY_BACSU,Augmented Potts,0,is_secondary,1,0.48044664870057524
283,AMY_BACSU,RITA regressor,0,is_secondary,1,0.31925981537811826
284,AMY_BACSU,Residue agnostic regressor,1,is_secondary,1,0.5595050644462795
285,AMY_BACSU,Partial least squares,1,is_secondary,1,0.5590993168195518
286,AMY_BACSU,Augmented Potts,1,is_secondary,1,0.5575184142704374
287,AMY_BACSU,RITA regressor,1,is_secondary,1,0.3573799623901672
288,AMY_BACSU,Residue agnostic regressor,2,is_secondary,1,0.5027325127628367
289,AMY_BACSU,Partial least squares,2,is_secondary,1,0.5027507710259893
290,AMY_BACSU,Augmented Potts,2,is_secondary,1,0.5326205543253529
291,AMY_BACSU,RITA regressor,2,is_secondary,1,0.31791034716634065
292,AMY_BACSU,Residue agnostic regressor,3,is_secondary,1,0.5219309989430552
293,AMY_BACSU,Partial least squares,3,is_secondary,1,0.5217632145492135
294,AMY_BACSU,Augmented Potts,3,is_secondary,1,0.516320779661365
295,AMY_BACSU,RITA regressor,3,is_secondary,1,0.36149957986051345
296,AMY_BACSU,Residue agnostic regressor,4,is_secondary,1,0.48546400904776504
297,AMY_BACSU,Partial least squares,4,is_secondary,1,0.48499696375977436
298,AMY_BACSU,Augmented Potts,4,is_secondary,1,0.48693559914815193
299,AMY_BACSU,RITA regressor,4,is_secondary,1,0.3013272977271439
300,AMY_BACSU,Residue agnostic regressor,5,is_secondary,1,0.473415659050267
301,AMY_BACSU,Partial least squares,5,is_secondary,1,0.4731840321311558
302,AMY_BACSU,Augmented Potts,5,is_secondary,1,0.45851210538599135
303,AMY_BACSU,RITA regressor,5,is_secondary,1,0.28353349279744783
304,AMY_BACSU,Residue agnostic regressor,6,is_secondary,1,0.4874207287637028
305,AMY_BACSU,Partial least squares,6,is_secondary,1,0.4866039435643208
306,AMY_BACSU,Augmented Potts,6,is_secondary,1,0.5084165680760635
307,AMY_BACSU,RITA regressor,6,is_secondary,1,0.3712575161735517
308,AMY_BACSU,Residue agnostic regressor,7,is_secondary,1,0.5898474181372393
309,AMY_BACSU,Partial least squares,7,is_secondary,1,0.5903843032312176
310,AMY_BACSU,Augmented Potts,7,is_secondary,1,0.6011054556469724
311,AMY_BACSU,RITA regressor,7,is_secondary,1,0.35773134785406163
312,AMY_BACSU,Residue agnostic regressor,8,is_secondary,1,0.5712189703534566
313,AMY_BACSU,Partial least squares,8,is_secondary,1,0.5707036367413428
314,AMY_BACSU,Augmented Potts,8,is_secondary,1,0.5424801522107526
315,AMY_BACSU,RITA regressor,8,is_secondary,1,0.3443781096033216
316,AMY_BACSU,Residue agnostic regressor,9,is_secondary,1,0.46980986012775844
317,AMY_BACSU,Partial least squares,9,is_secondary,1,0.4699061432441044
318,AMY_BACSU,Augmented Potts,9,is_secondary,1,0.45936378508363707
319,AMY_BACSU,RITA regressor,9,is_secondary,1,0.32127358694084945
